,Issue key,Issue id,Status,Reporter,Created,Due Date,Resolved,Customer,Type of Request,Parent id,Review created,Communicate created,age_till_communicate,age_till_communicate_hours
1398,CI-6500,372080,Closed,aruizrobles,2022-02-25 14:55:00,04/Mar/22 12:00 AM,10/Mar/22 1:15 PM,Numiga,Service Request (SR),372080,2022-02-25 14:55:00,2022-03-10 10:27:00,12 days 19:32:00.000000000,307.53
1399,CI-6499,372052,Closed,aruizrobles,2022-02-25 13:51:00,04/Mar/22 12:00 AM,02/Mar/22 9:34 AM,Numiga,Service Request (SR),372052,2022-02-25 13:51:00,2022-03-02 00:16:00,4 days 10:25:00.000000000,106.42
1400,CI-6498,372031,Closed,ssanz,2022-02-25 12:38:00,02/Mar/22 12:00 AM,21/Jun/22 9:06 AM,Allianz,Incident Request (IR),372031,2022-02-25 12:38:00,2022-06-20 10:48:00,114 days 22:10:00.000000000,2758.17
1401,CI-6497,372023,Closed,aklabisz,2022-02-25 12:26:00,28/Feb/22 12:00 AM,28/Feb/22 2:59 PM,Enercon,Service Request (SR),372023,2022-02-25 12:26:00,2022-02-28 14:59:00,3 days 02:33:00.000000000,74.55
1402,CI-6496,372021,Closed,tsteinhaeuser,2022-02-25 12:26:00,04/Mar/22 12:00 AM,29/Mar/22 11:58 AM,Expense Development,Service Request (SR),372021,2022-02-25 12:26:00,,,
1403,CI-6495,372017,Closed,aruizrobles,2022-02-25 12:25:00,04/Mar/22 12:00 AM,02/Mar/22 9:00 AM,Numiga,Service Request (SR),372017,2022-02-25 12:25:00,2022-03-02 00:18:00,4 days 11:53:00.000000000,107.88
1404,CI-6494,371930,Closed,nsanchez,2022-02-25 09:25:00,25/Feb/22 12:00 AM,02/Mar/22 3:59 PM,Amadeus,Incident Request (IR),371930,2022-02-25 09:25:00,2022-03-02 14:16:00,5 days 04:51:00.000000000,124.85
1405,CI-6493,371888,Closed,yutaka,2022-02-25 01:06:00,28/Feb/22 12:00 AM,01/Mar/22 3:40 AM,Porsche,Service Request (SR),371888,2022-02-25 01:06:00,2022-02-25 10:22:00,0 days 09:16:00.000000000,9.27
1406,CI-6492,371681,Closed,yutaka,2022-02-24 10:37:00,28/Feb/22 12:00 AM,09/Mar/22 12:20 AM,MFTBC,Service Request (SR),371681,2022-02-24 10:37:00,2022-03-09 00:20:00,12 days 13:43:00.000000000,301.72
1407,CI-6491,371576,Closed,yutaka,2022-02-24 02:58:00,04/Mar/22 12:00 AM,04/Apr/22 2:41 AM,msg systems,Service Request (SR),371576,2022-02-24 02:58:00,2022-03-16 11:47:00,20 days 08:49:00.000000000,488.82
1408,CI-6490,371574,Closed,yutaka,2022-02-24 02:44:00,25/Feb/22 12:00 AM,18/Mar/22 2:09 AM,msg systems,Service Request (SR),371574,2022-02-24 02:44:00,2022-03-03 00:45:00,6 days 22:01:00.000000000,166.02
1409,CI-6489,371572,Closed,shimizu,2022-02-24 02:32:00,28/Feb/22 12:00 AM,25/Feb/22 2:54 AM,Product Management,Project,371572,2022-02-24 02:32:00,2022-02-24 16:03:00,0 days 13:31:00.000000000,13.52
1410,CI-6488,371529,Closed,nsanchez,2022-02-23 16:21:00,07/Mar/22 12:00 AM,17/Mar/22 12:56 PM,msg systems,Service Request (SR),371529,2022-02-23 16:21:00,2022-03-17 12:39:00,21 days 20:18:00.000000000,524.3
1411,CI-6487,371522,Closed,nsanchez,2022-02-23 15:31:00,03/Mar/22 12:00 AM,04/Mar/22 9:39 AM,ArcelorMittal,Service Request (SR),371522,2022-02-23 15:31:00,2022-03-04 09:15:00,8 days 17:44:00.000000000,209.73
1412,CI-6486,371520,Closed,ssanz,2022-02-23 15:25:00,03/Mar/22 12:00 AM,30/Mar/22 5:21 PM,Porsche,Service Request (SR),371520,2022-02-23 15:25:00,2022-03-30 14:14:00,34 days 22:49:00.000000000,838.82
1413,CI-6485,371468,Closed,aklabisz,2022-02-23 13:12:00,01/Mar/22 12:00 AM,11/Mar/22 2:39 PM,Endress Hauser,Service Request (SR),371468,2022-02-23 13:12:00,2022-03-11 13:53:00,16 days 00:41:00.000000000,384.68
1414,CI-6484,371459,Closed,mstaszek,2022-02-23 12:49:00,15/Apr/22 12:00 AM,31/Mar/22 9:17 AM,,,371459,2022-02-23 12:49:00,2022-03-31 09:17:00,35 days 20:28:00.000000000,860.47
1415,CI-6483,371434,Closed,ccasper,2022-02-23 11:44:00,04/Mar/22 12:00 AM,31/Mar/22 8:51 AM,Porsche,Project,371434,2022-02-23 11:44:00,2022-03-31 08:28:00,35 days 20:44:00.000000000,860.73
1416,CI-6482,371266,Closed,ssanz,2022-02-22 15:49:00,02/Mar/22 12:00 AM,28/Feb/22 12:51 PM,Vaillant,Service Request (SR),371266,2022-02-22 15:49:00,2022-02-28 04:37:00,5 days 12:48:00.000000000,132.8
1417,CI-6481,371246,Closed,ccasper,2022-02-22 15:23:00,25/Feb/22 12:00 AM,15/Mar/22 8:11 AM,Hugo Boss,Service Request (SR),371246,2022-02-22 15:23:00,2022-03-07 14:21:00,12 days 22:58:00.000000000,310.97
1418,CI-6480,371222,Closed,aklabisz,2022-02-22 14:30:00,28/Feb/22 12:00 AM,05/May/22 1:49 PM,Fiege,Service Request (SR),371222,2022-02-22 14:30:00,,,
1419,CI-6479,371140,Closed,nsanchez,2022-02-22 10:16:00,28/Feb/22 12:00 AM,02/Mar/22 12:30 PM,Endress Hauser,Incident Request (IR),371140,2022-02-22 10:16:00,2022-02-28 11:23:00,6 days 01:07:00.000000000,145.12
1420,CI-6478,371118,Closed,nsanchez,2022-02-22 09:10:00,28/Feb/22 12:00 AM,07/Mar/22 1:48 PM,Endress Hauser,Service Request (SR),371118,2022-02-22 09:10:00,2022-03-07 11:06:00,13 days 01:56:00.000000000,313.93
1421,CI-6477,371113,Closed,yutaka,2022-02-22 08:46:00,25/Feb/22 12:00 AM,07/Mar/22 4:44 AM,Endress Hauser,Service Request (SR),371113,2022-02-22 08:46:00,2022-03-04 13:10:00,10 days 04:24:00.000000000,244.4
1422,CI-6476,371061,Closed,yutaka,2022-02-22 01:14:00,25/Feb/22 12:00 AM,09/Mar/22 12:20 AM,VW,Service Request (SR),371061,2022-02-22 01:14:00,2022-02-22 11:58:00,0 days 10:44:00.000000000,10.73
1423,CI-6475,371024,Closed,ngraf,2022-02-21 16:27:00,24/Feb/22 12:00 AM,22/Mar/22 12:17 PM,Rheinmetall,Service Request (SR),371024,2022-02-21 16:27:00,2022-02-24 09:33:00,2 days 17:06:00.000000000,65.1
1424,CI-6474,370973,Closed,aruizrobles,2022-02-21 14:17:00,28/Feb/22 12:00 AM,07/Mar/22 11:02 AM,Travelnet Reisevarehuset AS,Service Request (SR),370973,2022-02-21 14:17:00,2022-03-07 10:45:00,13 days 20:28:00.000000000,332.47
1425,CI-6473,370941,Closed,mkuchciak,2022-02-21 12:40:00,29/Jul/22 12:00 AM,20/Jun/22 12:34 PM,Allianz,Project,370941,2022-02-21 12:40:00,2022-06-20 12:34:00,118 days 23:54:00.000000000,2855.9
1426,CI-6472,370817,Closed,yutaka,2022-02-21 05:45:00,25/Feb/22 12:00 AM,14/Mar/22 4:43 AM,Continental,Service Request (SR),370817,2022-02-21 05:45:00,2022-03-11 09:57:00,18 days 04:12:00.000000000,436.2
1427,CI-6471,370609,Closed,aruizrobles,2022-02-18 11:18:00,25/Feb/22 12:00 AM,04/Mar/22 8:57 AM,Numiga,Service Request (SR),370609,2022-02-18 11:18:00,2022-03-04 08:11:00,13 days 20:53:00.000000000,332.88
1428,CI-6470,370603,Closed,aruizrobles,2022-02-18 11:01:00,25/Feb/22 12:00 AM,18/Mar/22 2:49 PM,Numiga,Service Request (SR),370603,2022-02-18 11:01:00,2022-03-18 14:39:00,28 days 03:38:00.000000000,675.63
1429,CI-6469,370547,Closed,hilbich,2022-02-18 08:22:00,25/Feb/22 12:00 AM,18/Feb/22 10:00 AM,TUI AG,Incident Request (IR),370547,2022-02-18 08:22:00,2022-02-18 10:00:00,0 days 01:38:00.000000000,1.63
1430,CI-6468,370545,Closed,hilbich,2022-02-18 08:17:00,25/Feb/22 12:00 AM,21/Feb/22 8:27 AM,Hugo Boss,Incident Request (IR),370545,2022-02-18 08:17:00,,,
1431,CI-6467,370536,Closed,guinoo,2022-02-18 07:10:00,24/Feb/22 12:00 AM,07/Mar/22 2:18 AM,Endress Hauser,Service Request (SR),370536,2022-02-18 07:10:00,2022-03-04 13:08:00,14 days 05:58:00.000000000,341.97
1432,CI-6466,370530,Closed,guinoo,2022-02-18 05:50:00,23/Feb/22 12:00 AM,08/Mar/22 11:54 PM,Allianz,Service Request (SR),370530,2022-02-18 05:50:00,,,
1433,CI-6465,370460,Closed,ssanz,2022-02-17 15:34:00,24/Feb/22 12:00 AM,07/Jun/22 10:43 AM,Allianz,Incident Request (IR),370460,2022-02-17 15:34:00,2022-06-07 10:42:00,109 days 19:08:00.000000000,2635.13
1434,CI-6464,370443,Closed,hilbich,2022-02-17 14:51:00,17/Mar/22 12:00 AM,01/Jun/22 1:28 PM,Expense Development,Service Request (SR),370443,2022-02-17 14:51:00,2022-03-23 16:01:00,34 days 01:10:00.000000000,817.17
1435,CI-6463,370433,Closed,ssanz,2022-02-17 14:35:00,22/Feb/22 12:00 AM,23/Feb/22 4:10 PM,Porsche,Service Request (SR),370433,2022-02-17 14:35:00,2022-02-23 10:14:00,5 days 19:39:00.000000000,139.65
1436,CI-6462,370420,Closed,achattopadhyay,2022-02-17 14:06:00,17/Feb/22 12:00 AM,10/May/22 1:08 PM,Holtzbrink,Project,370420,2022-02-17 14:06:00,2022-03-02 14:44:00,13 days 00:38:00.000000000,312.63
1437,CI-6461,370351,Closed,aruizrobles,2022-02-17 11:21:00,21/Feb/22 12:00 AM,02/Mar/22 5:23 PM,Numiga,Incident Request (IR),370351,2022-02-17 11:21:00,2022-02-24 10:23:00,6 days 23:02:00.000000000,167.03
1438,CI-6460,370318,Closed,fkazmierczak,2022-02-17 10:59:00,23/Feb/22 12:00 AM,22/Mar/22 9:01 AM,TUI AG,Incident Request (IR),370318,2022-02-17 10:59:00,2022-03-22 09:00:00,32 days 22:01:00.000000000,790.02
1439,CI-6459,370275,Closed,hilbich,2022-02-17 10:05:00,21/Feb/22 12:00 AM,25/Feb/22 8:09 AM,Allianz,Incident Request (IR),370275,2022-02-17 10:05:00,,,
1440,CI-6458,370207,Closed,guinoo,2022-02-17 07:12:00,18/Feb/22 12:00 AM,18/Feb/22 4:55 AM,Enercon,Service Request (SR),370207,2022-02-17 07:12:00,2022-02-18 04:54:00,0 days 21:42:00.000000000,21.7
1441,CI-6457,370179,Closed,aruizrobles,2022-02-16 17:21:00,23/Feb/22 12:00 AM,25/Feb/22 9:13 AM,Travelnet Reisevarehuset AS,Service Request (SR),370179,2022-02-16 17:21:00,2022-02-24 17:00:00,7 days 23:39:00.000000000,191.65
1442,CI-6456,370172,Closed,salajan,2022-02-16 17:02:00,16/Feb/22 12:00 AM,06/May/22 11:20 AM,Amadeus,Incident Request (IR),370172,2022-02-16 17:02:00,2022-05-06 11:20:00,78 days 18:18:00.000000000,1890.3
1443,CI-6455,370166,Closed,ssanz,2022-02-16 16:46:00,21/Feb/22 12:00 AM,25/Feb/22 1:02 PM,Fiege,Service Request (SR),370166,2022-02-16 16:46:00,2022-02-24 14:25:00,7 days 21:39:00.000000000,189.65
1444,CI-6454,370133,Closed,ssanz,2022-02-16 15:40:00,23/Feb/22 12:00 AM,09/Mar/22 2:53 PM,Allianz,Incident Request (IR),370133,2022-02-16 15:40:00,2022-03-09 14:47:00,20 days 23:07:00.000000000,503.12
1445,CI-6453,370087,Closed,nsanchez,2022-02-16 14:06:00,24/Feb/22 12:00 AM,28/Feb/22 12:32 PM,Eberspacher,Service Request (SR),370087,2022-02-16 14:06:00,2022-02-28 10:32:00,11 days 20:26:00.000000000,284.43
1446,CI-6452,370052,Closed,tuemce,2022-02-16 12:01:00,16/Feb/22 12:00 AM,09/Mar/22 1:38 PM,i:FAO,Project,370052,2022-02-16 12:01:00,2022-03-09 13:37:00,21 days 01:36:00.000000000,505.6
1447,CI-6451,370010,Closed,nsanchez,2022-02-16 11:03:00,23/Feb/22 12:00 AM,24/Feb/22 3:49 PM,Endress Hauser,Service Request (SR),370010,2022-02-16 11:03:00,2022-02-21 13:13:00,5 days 02:10:00.000000000,122.17
1448,CI-6450,369968,Closed,nsanchez,2022-02-16 09:52:00,24/Feb/22 12:00 AM,23/Feb/22 8:31 AM,Damm,Service Request (SR),369968,2022-02-16 09:52:00,2022-02-22 16:30:00,6 days 06:38:00.000000000,150.63
1449,CI-6449,369942,Closed,nsanchez,2022-02-16 09:11:00,25/Feb/22 12:00 AM,18/Mar/22 9:27 AM,msg systems,Service Request (SR),369942,2022-02-16 09:11:00,2022-02-24 12:59:00,8 days 03:48:00.000000000,195.8
1450,CI-6448,369891,Closed,guinoo,2022-02-16 04:29:00,22/Feb/22 12:00 AM,28/Feb/22 3:10 AM,Rheinmetall,Service Request (SR),369891,2022-02-16 04:29:00,2022-02-21 13:15:00,5 days 08:46:00.000000000,128.77
1451,CI-6447,369887,Closed,guinoo,2022-02-16 03:43:00,22/Feb/22 12:00 AM,04/Mar/22 8:35 AM,Endress Hauser,Service Request (SR),369887,2022-02-16 03:43:00,2022-03-04 08:09:00,16 days 04:26:00.000000000,388.43
1452,CI-6446,369885,Closed,yutaka,2022-02-16 03:32:00,25/Feb/22 12:00 AM,18/Mar/22 2:10 AM,Rhenus,Service Request (SR),369885,2022-02-16 03:32:00,2022-02-28 09:41:00,12 days 06:09:00.000000000,294.15
1453,CI-6445,369811,Closed,nsanchez,2022-02-15 15:17:00,16/Feb/22 12:00 AM,06/Apr/22 10:45 AM,Apleona,Service Request (SR),369811,2022-02-15 15:17:00,2022-02-23 13:48:00,7 days 22:31:00.000000000,190.52
1454,CI-6444,369723,Closed,nsanchez,2022-02-15 12:47:00,18/Feb/22 12:00 AM,07/Mar/22 10:03 AM,ArcelorMittal,Incident Request (IR),369723,2022-02-15 12:47:00,,,
1455,CI-6443,369678,Closed,aklabisz,2022-02-15 12:18:00,21/Feb/22 12:00 AM,22/Feb/22 12:44 PM,Endress Hauser,Incident Request (IR),369678,2022-02-15 12:18:00,2022-02-21 08:56:00,5 days 20:38:00.000000000,140.63
1456,CI-6442,369504,Closed,yutaka,2022-02-15 08:19:00,18/Feb/22 12:00 AM,22/Feb/22 12:50 PM,DERPART,Service Request (SR),369504,2022-02-15 08:19:00,2022-02-18 11:26:00,3 days 03:07:00.000000000,75.12
1457,CI-6441,369468,Closed,guinoo,2022-02-15 07:19:00,22/Feb/22 12:00 AM,31/Mar/22 1:37 AM,Endress Hauser,Service Request (SR),369468,2022-02-15 07:19:00,2022-03-22 16:18:00,35 days 08:59:00.000000000,848.98
1458,CI-6440,369421,Closed,guinoo,2022-02-15 04:30:00,21/Feb/22 12:00 AM,01/Mar/22 3:10 AM,Endress Hauser,Service Request (SR),369421,2022-02-15 04:30:00,2022-03-01 03:10:00,13 days 22:40:00.000000000,334.67
1459,CI-6439,369419,Closed,yutaka,2022-02-15 04:18:00,18/Feb/22 12:00 AM,16/Feb/22 2:12 AM,Endress Hauser,Service Request (SR),369419,2022-02-15 04:18:00,2022-02-15 09:06:00,0 days 04:48:00.000000000,4.8
1460,CI-6438,369414,Closed,yutaka,2022-02-15 03:08:00,18/Feb/22 12:00 AM,29/Mar/22 2:16 AM,Amadeus,Service Request (SR),369414,2022-02-15 03:08:00,2022-03-03 18:01:00,16 days 14:53:00.000000000,398.88
1461,CI-6437,369388,Closed,aruizrobles,2022-02-14 17:19:00,25/Feb/22 12:00 AM,04/Mar/22 1:51 PM,Numiga,Service Request (SR),369388,2022-02-14 17:19:00,2022-03-04 11:17:00,17 days 17:58:00.000000000,425.97
1462,CI-6436,369371,Closed,aruizrobles,2022-02-14 16:48:00,18/Feb/22 12:00 AM,18/Feb/22 12:00 PM,Numiga,Service Request (SR),369371,2022-02-14 16:48:00,2022-02-18 11:26:00,3 days 18:38:00.000000000,90.63
1463,CI-6435,369318,Closed,achattopadhyay,2022-02-14 15:41:00,15/Feb/22 12:00 AM,06/May/22 4:36 PM,Holtzbrink,Project,369318,2022-02-14 15:41:00,2022-02-15 10:32:00,0 days 18:51:00.000000000,18.85
1464,CI-6434,369246,Closed,aruizrobles,2022-02-14 15:20:00,18/Feb/22 12:00 AM,21/Feb/22 1:21 PM,Numiga,Service Request (SR),369246,2022-02-14 15:20:00,2022-02-21 13:12:00,6 days 21:52:00.000000000,165.87
1465,CI-6433,369166,Closed,ngraf,2022-02-14 13:44:00,31/Mar/22 12:00 AM,07/Mar/22 5:26 PM,i:FAO,Service Request (SR),369166,2022-02-14 13:44:00,,,
1466,CI-6432,369154,Closed,aruizrobles,2022-02-14 13:01:00,15/Feb/22 12:00 AM,15/Feb/22 11:53 AM,Numiga,Incident Request (IR),369154,2022-02-14 13:01:00,2022-02-15 08:47:00,0 days 19:46:00.000000000,19.77
1467,CI-6431,369018,Closed,hilbich,2022-02-14 08:20:00,21/Feb/22 12:00 AM,14/Feb/22 2:28 PM,Holtzbrink,Incident Request (IR),369018,2022-02-14 08:20:00,,,
1468,CI-6430,368951,Closed,raphose,2022-02-11 19:54:00,18/Feb/22 12:00 AM,10/May/22 3:25 PM,Customer not yet listed,Project,368951,2022-02-11 19:54:00,2022-05-09 11:41:00,86 days 15:47:00.000000000,2079.78
1469,CI-6429,368949,Communicate,raphose,2022-02-11 19:53:00,31/May/22 12:00 AM,,Conovum,Project,368949,2022-02-11 19:53:00,2022-05-09 11:34:00,86 days 15:41:00.000000000,2079.68
1470,CI-6428,368947,Closed,raphose,2022-02-11 19:51:00,18/Feb/22 12:00 AM,10/May/22 3:24 PM,Munckhof,Project,368947,2022-02-11 19:51:00,2022-05-10 15:13:00,87 days 19:22:00.000000000,2107.37
1471,CI-6427,368945,Review,raphose,2022-02-11 19:49:00,30/Jun/22 12:00 AM,,Lufthansa City Center,Project,368945,2022-02-11 19:49:00,,,
1472,CI-6426,368943,Review,raphose,2022-02-11 19:48:00,30/Jun/22 12:00 AM,,Lufthansa City Center,Project,368943,2022-02-11 19:48:00,,,
1473,CI-6425,368941,Closed,raphose,2022-02-11 19:46:00,18/Feb/22 12:00 AM,10/May/22 3:23 PM,Lufthansa City Center,Project,368941,2022-02-11 19:46:00,2022-05-09 12:00:00,86 days 16:14:00.000000000,2080.23
1474,CI-6424,368939,Closed,raphose,2022-02-11 19:45:00,18/Feb/22 12:00 AM,10/May/22 3:22 PM,Lufthansa City Center,Project,368939,2022-02-11 19:45:00,2022-05-09 11:30:00,86 days 15:45:00.000000000,2079.75
1475,CI-6423,368937,Closed,raphose,2022-02-11 19:43:00,18/Feb/22 12:00 AM,10/May/22 3:19 PM,DER,Project,368937,2022-02-11 19:43:00,2022-05-09 11:19:00,86 days 15:36:00.000000000,2079.6
1476,CI-6422,368935,Closed,raphose,2022-02-11 19:42:00,18/Feb/22 12:00 AM,10/May/22 3:18 PM,DER,Project,368935,2022-02-11 19:42:00,2022-05-02 10:25:00,79 days 14:43:00.000000000,1910.72
1477,CI-6421,368933,Closed,raphose,2022-02-11 19:39:00,18/Feb/22 12:00 AM,10/May/22 3:16 PM,DER,Project,368933,2022-02-11 19:39:00,2022-02-24 12:08:00,12 days 16:29:00.000000000,304.48
1478,CI-6420,368931,Closed,raphose,2022-02-11 19:37:00,18/Feb/22 12:00 AM,10/May/22 3:14 PM,Customer not yet listed,Project,368931,2022-02-11 19:37:00,2022-02-16 15:24:00,4 days 19:47:00.000000000,115.78
1479,CI-6419,368842,Closed,ssanz,2022-02-11 14:54:00,18/Feb/22 12:00 AM,28/Mar/22 3:01 PM,Rhenus,Incident Request (IR),368842,2022-02-11 14:54:00,2022-03-25 14:50:00,41 days 23:56:00.000000000,1007.93
1480,CI-6418,368835,Closed,klippert,2022-02-11 14:50:00,18/Feb/22 12:00 AM,30/Mar/22 9:29 AM,Rheinmetall,Service Request (SR),368835,2022-02-11 14:50:00,2022-03-01 01:38:00,17 days 10:48:00.000000000,418.8
1481,CI-6417,368817,Closed,vvaleyre,2022-02-11 13:47:00,28/Feb/22 12:00 AM,16/May/22 9:43 AM,Nedschroef,Project,368817,2022-02-11 13:47:00,2022-04-11 11:53:00,58 days 22:06:00.000000000,1414.1
1482,CI-6416,368815,Closed,vvaleyre,2022-02-11 13:45:00,28/Feb/22 12:00 AM,16/May/22 9:44 AM,Nedschroef,Project,368815,2022-02-11 13:45:00,2022-03-03 08:36:00,19 days 18:51:00.000000000,474.85
1483,CI-6415,368811,Closed,vvaleyre,2022-02-11 13:33:00,28/Feb/22 12:00 AM,12/Apr/22 8:57 AM,Nedschroef,Project,368811,2022-02-11 13:33:00,2022-03-03 08:36:00,19 days 19:03:00.000000000,475.05
1484,CI-6414,368774,Closed,nsanchez,2022-02-11 12:11:00,16/Feb/22 12:00 AM,24/Feb/22 3:50 PM,Endress Hauser,Service Request (SR),368774,2022-02-11 12:11:00,2022-02-16 16:00:00,5 days 03:49:00.000000000,123.82
1485,CI-6413,368758,Closed,nsanchez,2022-02-11 11:23:00,17/Feb/22 12:00 AM,15/Feb/22 11:57 AM,Endress Hauser,Service Request (SR),368758,2022-02-11 11:23:00,2022-02-15 02:04:00,3 days 14:41:00.000000000,86.68
1486,CI-6412,368728,Closed,vvaleyre,2022-02-11 10:15:00,02/Mar/22 12:00 AM,16/May/22 9:43 AM,Nedschroef,Project,368728,2022-02-11 10:15:00,2022-03-03 08:36:00,19 days 22:21:00.000000000,478.35
1487,CI-6411,368672,Closed,guinoo,2022-02-11 02:49:00,16/Feb/22 12:00 AM,05/May/22 1:27 AM,Endress Hauser,Service Request (SR),368672,2022-02-11 02:49:00,2022-05-04 10:04:00,82 days 07:15:00.000000000,1975.25
1488,CI-6410,368608,Closed,ccasper,2022-02-10 15:52:00,04/Mar/22 12:00 AM,24/Mar/22 12:53 PM,Porsche,Project,368608,2022-02-10 15:52:00,2022-03-24 10:49:00,41 days 18:57:00.000000000,1002.95
1489,CI-6409,368606,Closed,ccasper,2022-02-10 15:48:00,04/Mar/22 12:00 AM,31/Mar/22 8:49 AM,Porsche,Project,368606,2022-02-10 15:48:00,2022-03-31 08:28:00,48 days 16:40:00.000000000,1168.67
1490,CI-6408,368604,Closed,ccasper,2022-02-10 15:45:00,04/Mar/22 12:00 AM,31/Mar/22 8:49 AM,Porsche,Project,368604,2022-02-10 15:45:00,2022-03-31 08:27:00,48 days 16:42:00.000000000,1168.7
1491,CI-6407,368602,Closed,ccasper,2022-02-10 15:43:00,04/Mar/22 12:00 AM,31/Mar/22 8:46 AM,Porsche,Project,368602,2022-02-10 15:43:00,2022-03-31 08:29:00,48 days 16:46:00.000000000,1168.77
1492,CI-6406,368600,Closed,ccasper,2022-02-10 15:41:00,04/Mar/22 12:00 AM,31/Mar/22 8:35 AM,Porsche,Project,368600,2022-02-10 15:41:00,2022-03-31 08:27:00,48 days 16:46:00.000000000,1168.77
1493,CI-6405,368598,Closed,ccasper,2022-02-10 15:38:00,04/Mar/22 12:00 AM,31/Mar/22 8:46 AM,Porsche,Project,368598,2022-02-10 15:38:00,2022-03-31 08:24:00,48 days 16:46:00.000000000,1168.77
1494,CI-6404,368596,Closed,ccasper,2022-02-10 15:36:00,04/Mar/22 12:00 AM,22/Jun/22 12:09 PM,Porsche,Project,368596,2022-02-10 15:36:00,2022-06-22 11:50:00,131 days 20:14:00.000000000,3164.23
1495,CI-6403,368591,Closed,ccasper,2022-02-10 15:28:00,04/Mar/22 12:00 AM,31/Mar/22 8:36 AM,Porsche,Project,368591,2022-02-10 15:28:00,2022-03-31 08:21:00,48 days 16:53:00.000000000,1168.88
1496,CI-6402,368588,Closed,ccasper,2022-02-10 15:22:00,04/Mar/22 12:00 AM,31/Mar/22 8:45 AM,Porsche,Project,368588,2022-02-10 15:22:00,2022-03-31 08:20:00,48 days 16:58:00.000000000,1168.97
1497,CI-6401,368586,Closed,ccasper,2022-02-10 15:21:00,04/Mar/22 12:00 AM,04/Mar/22 9:27 AM,Porsche,Project,368586,2022-02-10 15:21:00,2022-02-25 06:38:00,14 days 15:17:00.000000000,351.28
1498,CI-6400,368582,Closed,ccasper,2022-02-10 15:19:00,04/Mar/22 12:00 AM,31/Mar/22 8:45 AM,Porsche,Project,368582,2022-02-10 15:19:00,2022-03-31 08:24:00,48 days 17:05:00.000000000,1169.08
